ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,physical_area_km2,sp_count
LBN,COWP,all,0.0,,deltaE per km2 per sp.,141,0.0,30997
LSO,COWP,all,-1.6226514576445084e-09,1.2911264582284875e-09,deltaE per km2 per sp.,276,0.024000000953674317,30997
LBR,COWP,all,0.0,,deltaE per km2 per sp.,911,0.0,30997
LBY,COWP,all,0.0,,deltaE per km2 per sp.,821,0.0,30997
LIE,COWP,all,,,deltaE per km2 per sp.,,,30997
LTU,COWP,all,0.0,,deltaE per km2 per sp.,1042,0.0,30997
LUX,COWP,all,0.0,,deltaE per km2 per sp.,43,0.0,30997
MCO,COWP,all,,,deltaE per km2 per sp.,,,30997
MNG,COWP,all,0.0,,deltaE per km2 per sp.,1211,0.0,30997
MNE,COWP,all,0.0,,deltaE per km2 per sp.,64,0.0,30997
MKD,COWP,all,-5.80331525938571e-10,1.3482274809689872e-10,deltaE per km2 per sp.,240,25.66599997609854,30997
MDG,COWP,all,-3.2844336666751183e-08,3.789396445740446e-09,deltaE per km2 per sp.,6635,48.15200008489192,30997
MWI,COWP,all,-2.536060964211815e-09,2.6393307654967904e-09,deltaE per km2 per sp.,729,1132.93200116992,30997
MYS,COWP,all,0.0,,deltaE per km2 per sp.,3552,0.0,30997
MDV,COWP,all,,,deltaE per km2 per sp.,,,30997
MLI,COWP,all,-8.938403662412393e-10,2.2699163040106745e-11,deltaE per km2 per sp.,4204,2804.0100012773273,30997
MLT,COWP,all,0.0,,deltaE per km2 per sp.,6,0.0,30997
MHL,COWP,all,,,deltaE per km2 per sp.,,,30997
MRT,COWP,all,-2.888522647086816e-10,2.1120982507429406e-11,deltaE per km2 per sp.,578,208.0520009124279,30997
MUS,COWP,all,0.0,,deltaE per km2 per sp.,21,0.0,30997
MEX,COWP,all,-3.642299730608315e-10,2.4230210359451957e-08,deltaE per km2 per sp.,14532,0.09799999952316285,30997
FSM,COWP,all,,,deltaE per km2 per sp.,,,30997
MDA,COWP,all,0.0,,deltaE per km2 per sp.,550,0.0,30997
NIC,COWP,all,0.0,,deltaE per km2 per sp.,1143,0.0,30997
OMN,COWP,all,0.0,,deltaE per km2 per sp.,376,0.0,30997
PAK,COWP,all,0.0,,deltaE per km2 per sp.,6799,0.0,30997
PLW,COWP,all,,,deltaE per km2 per sp.,,,30997
PAN,COWP,all,0.0,,deltaE per km2 per sp.,535,0.0,30997
PNG,COWP,all,0.0,,deltaE per km2 per sp.,1581,0.0,30997
PRY,COWP,all,0.0,,deltaE per km2 per sp.,4103,0.0,30997
PER,COWP,all,-1.4515924425469352e-08,1.1516649887294832e-08,deltaE per km2 per sp.,6118,137.0449991040677,30997
PHL,COWP,all,-3.336294577008218e-08,3.689191500750517e-09,deltaE per km2 per sp.,3412,3.2860000573098658,30997
POL,COWP,all,0.0,,deltaE per km2 per sp.,4869,0.0,30997
PRT,COWP,all,0.0,,deltaE per km2 per sp.,1319,0.0,30997
ROU,COWP,all,0.0,,deltaE per km2 per sp.,2479,0.0,30997
RUS,COWP,all,0.0,,deltaE per km2 per sp.,45464,0.0,30997
RWA,COWP,all,-2.402802639681311e-08,1.2409138992060913e-08,deltaE per km2 per sp.,249,0.8739999771118164,30997
WSM,COWP,all,,,deltaE per km2 per sp.,,,30997
SMR,COWP,all,,,deltaE per km2 per sp.,,,30997
TON,COWP,all,,,deltaE per km2 per sp.,,,30997
TTO,COWP,all,-1.644173301760636e-08,2.1757449247269764e-08,deltaE per km2 per sp.,47,1.2969999985396865,30997
TUN,COWP,all,0.0,,deltaE per km2 per sp.,1216,0.0,30997
TKM,COWP,all,0.0,,deltaE per km2 per sp.,1245,0.0,30997
STP,COWP,all,0.0,,deltaE per km2 per sp.,12,0.0,30997
SAU,COWP,all,0.0,,deltaE per km2 per sp.,2107,0.0,30997
SEN,COWP,all,-1.1799980897083082e-09,1.5176392637072488e-10,deltaE per km2 per sp.,1393,2009.4750041414798,30997
SVK,COWP,all,0.0,,deltaE per km2 per sp.,631,0.0,30997
SVN,COWP,all,-2.508686712239633e-10,6.260056532104647e-10,deltaE per km2 per sp.,288,0.004000000134110451,30997
SLB,COWP,all,0.0,,deltaE per km2 per sp.,234,0.0,30997
SOM,COWP,all,0.0,,deltaE per km2 per sp.,1027,0.0,30997
ZAF,COWP,all,-3.3788272451627805e-09,8.030267165915385e-10,deltaE per km2 per sp.,5810,96.28800023518502,30997
SSD,COWP,all,-7.085839982111661e-10,3.041685905036396e-11,deltaE per km2 per sp.,2783,488.7029994077236,30997
ESP,COWP,all,0.0,,deltaE per km2 per sp.,6326,0.0,30997
LKA,COWP,all,-4.849302904334045e-08,1.7686207777828665e-08,deltaE per km2 per sp.,740,101.92299996830522,30997
KNA,COWP,all,0.0,,deltaE per km2 per sp.,2,0.0,30997
LCA,COWP,all,0.0,,deltaE per km2 per sp.,5,0.0,30997
VCT,COWP,all,0.0,,deltaE per km2 per sp.,4,0.0,30997
SDN,COWP,all,-5.052464002730517e-10,5.830238917991633e-10,deltaE per km2 per sp.,6709,0.3920000076293945,30997
SUR,COWP,all,0.0,,deltaE per km2 per sp.,92,0.0,30997
SWZ,COWP,all,-2.3592265337081915e-09,6.431803444657431e-10,deltaE per km2 per sp.,194,17.614999880790712,30997
SWE,COWP,all,0.0,,deltaE per km2 per sp.,1572,0.0,30997
CHE,COWP,all,0.0,,deltaE per km2 per sp.,377,0.0,30997
SYR,COWP,all,0.0,,deltaE per km2 per sp.,1398,0.0,30997
TWN,COWP,all,0.0,,deltaE per km2 per sp.,280,0.0,30997
TJK,COWP,all,0.0,,deltaE per km2 per sp.,904,0.0,30997
TZA,COWP,all,-9.141027556877228e-09,3.702489645854301e-09,deltaE per km2 per sp.,3744,1544.186001800075,30997
THA,COWP,all,-1.8494495423603947e-09,1.0725028469982493e-08,deltaE per km2 per sp.,4937,0.48800001621246336,30997
TLS,COWP,all,0.0,,deltaE per km2 per sp.,161,0.0,30997
TGO,COWP,all,0.0,,deltaE per km2 per sp.,497,0.0,30997
TUV,COWP,all,,,deltaE per km2 per sp.,,,30997
UGA,COWP,all,-1.2945436557088502e-09,8.633285360946176e-10,deltaE per km2 per sp.,1352,483.41499991297724,30997
URY,COWP,all,0.0,,deltaE per km2 per sp.,2412,0.0,30997
UZB,COWP,all,0.0,,deltaE per km2 per sp.,1499,0.0,30997
VUT,COWP,all,0.0,,deltaE per km2 per sp.,93,0.0,30997
VAT,COWP,all,,,deltaE per km2 per sp.,,,30997
VEN,COWP,all,0.0,,deltaE per km2 per sp.,3937,0.0,30997
VNM,COWP,all,0.0,,deltaE per km2 per sp.,3604,0.0,30997
ZMB,COWP,all,-1.2756121871635236e-09,3.738779948970609e-09,deltaE per km2 per sp.,6136,11.368999893069267,30997
ZWE,COWP,all,-2.155222710291465e-09,3.243137247497396e-09,deltaE per km2 per sp.,3097,5.009999985694885,30997
YEM,COWP,all,0.0,,deltaE per km2 per sp.,2000,0.0,30997
UKR,COWP,all,0.0,,deltaE per km2 per sp.,8560,0.0,30997
BHR,COWP,all,0.0,,deltaE per km2 per sp.,5,0.0,30997
KWT,COWP,all,0.0,,deltaE per km2 per sp.,55,0.0,30997
QAT,COWP,all,0.0,,deltaE per km2 per sp.,105,0.0,30997
ARE,COWP,all,0.0,,deltaE per km2 per sp.,295,0.0,30997
TUR,COWP,all,0.0,,deltaE per km2 per sp.,11047,0.0,30997
ISR,COWP,all,0.0,,deltaE per km2 per sp.,140,0.0,30997
BGD,COWP,all,0.0,,deltaE per km2 per sp.,1698,0.0,30997
MMR,COWP,all,-3.5650137796723783e-09,1.3571333381565167e-10,deltaE per km2 per sp.,4915,950.0619994368403,30997
IND,COWP,all,-1.1863799948135572e-08,6.417254567291773e-08,deltaE per km2 per sp.,35643,0.04199999958276748,30997
BEN,COWP,all,-6.542678944587096e-10,4.02946543059204e-09,deltaE per km2 per sp.,1131,3.3210000038146967,30997
NER,COWP,all,-3.2009467871446154e-10,2.2206623237943666e-11,deltaE per km2 per sp.,2154,22877.699015912043,30997
NGA,COWP,all,-9.35053423009211e-10,9.3294149998359e-11,deltaE per km2 per sp.,9503,41789.89799006008,30997
111,COWP,all,0.0,,deltaE per km2 per sp.,55,0.0,30997
112,COWP,all,0.0,,deltaE per km2 per sp.,2,0.0,30997
113,COWP,all,0.0,,deltaE per km2 per sp.,1,0.0,30997
114,COWP,all,0.0,,deltaE per km2 per sp.,1,0.0,30997
115,COWP,all,,,deltaE per km2 per sp.,,,30997
116,COWP,all,0.0,,deltaE per km2 per sp.,1,0.0,30997
117,COWP,all,,,deltaE per km2 per sp.,,,30997
118,COWP,all,,,deltaE per km2 per sp.,,,30997
119,COWP,all,0.0,,deltaE per km2 per sp.,1,0.0,30997
120,COWP,all,,,deltaE per km2 per sp.,,,30997
121,COWP,all,,,deltaE per km2 per sp.,,,30997
122,COWP,all,,,deltaE per km2 per sp.,,,30997
123,COWP,all,,,deltaE per km2 per sp.,,,30997
124,COWP,all,,,deltaE per km2 per sp.,,,30997
125,COWP,all,,,deltaE per km2 per sp.,,,30997
126,COWP,all,,,deltaE per km2 per sp.,,,30997
127,COWP,all,,,deltaE per km2 per sp.,,,30997
128,COWP,all,,,deltaE per km2 per sp.,,,30997
129,COWP,all,,,deltaE per km2 per sp.,,,30997
ESH,COWP,all,,,deltaE per km2 per sp.,,,30997
AFG,ORTS,all,0.0,,deltaE per km2 per sp.,7087,0.0,30997
GBR,ORTS,all,0.0,,deltaE per km2 per sp.,2655,0.0,30997
ALB,ORTS,all,0.0,,deltaE per km2 per sp.,386,0.0,30997
DZA,ORTS,all,0.0,,deltaE per km2 per sp.,2457,0.0,30997
USA,ORTS,all,-4.7921730989571245e-08,9.956796197033027e-10,deltaE per km2 per sp.,66601,7.402999996021389,30997
ATA,ORTS,all,,,deltaE per km2 per sp.,,,30997
ATG,ORTS,all,4.5601735110624625e-10,2.886841946029601e-07,deltaE per km2 per sp.,4,0.11,30997
ARG,ORTS,all,0.0,,deltaE per km2 per sp.,14156,0.0,30997
AND,ORTS,all,0.0,,deltaE per km2 per sp.,1,0.0,30997
AGO,ORTS,all,-9.459174994078417e-10,2.8290454691107893e-09,deltaE per km2 per sp.,11859,1.1010000038146972,30997
ARM,ORTS,all,0.0,,deltaE per km2 per sp.,436,0.0,30997
NLD,ORTS,all,0.0,,deltaE per km2 per sp.,648,0.0,30997
AUS,ORTS,all,0.0,,deltaE per km2 per sp.,10484,0.0,30997
AUT,ORTS,all,0.0,,deltaE per km2 per sp.,912,0.0,30997
AZE,ORTS,all,0.0,,deltaE per km2 per sp.,968,0.0,30997
BHS,ORTS,all,,,deltaE per km2 per sp.,,,30997
BRB,ORTS,all,-9.025526026028497e-08,1.5742175835043957e-07,deltaE per km2 per sp.,6,0.34800000667572023,30997
BLR,ORTS,all,0.0,,deltaE per km2 per sp.,2722,0.0,30997
BEL,ORTS,all,0.0,,deltaE per km2 per sp.,439,0.0,30997
BLZ,ORTS,all,-9.110931677326798e-09,2.9214678905988227e-09,deltaE per km2 per sp.,131,0.48100000195205217,30997
BTN,ORTS,all,-3.837935295563452e-09,5.278895704835358e-09,deltaE per km2 per sp.,274,23.61999995946884,30997
BOL,ORTS,all,-7.452981019886765e-09,4.329453259201187e-09,deltaE per km2 per sp.,6600,139.16599983416498,30997
BIH,ORTS,all,0.0,,deltaE per km2 per sp.,404,0.0,30997
BWA,ORTS,all,-5.170218220974896e-10,5.4259571254557137e-11,deltaE per km2 per sp.,559,128.1129997649789,30997
NOR,ORTS,all,0.0,,deltaE per km2 per sp.,794,0.0,30997
COL,ORTS,all,-2.2957584775346398e-08,3.1899472511707634e-09,deltaE per km2 per sp.,5157,78.03000009395183,30997
COM,ORTS,all,,,deltaE per km2 per sp.,,,30997
BRA,ORTS,all,-7.198689052407233e-10,3.412041696124605e-08,deltaE per km2 per sp.,56002,0.06700000025331974,30997
FRA,ORTS,all,-2.1846491603429888e-08,2.1479102016244623e-09,deltaE per km2 per sp.,8909,11.835000055208802,30997
COD,ORTS,all,-2.76238775731166e-09,3.24886235897265e-10,deltaE per km2 per sp.,16168,997.0129997336865,30997
COG,ORTS,all,-2.669506532092279e-09,2.5971623666793824e-10,deltaE per km2 per sp.,2056,52.876999904066324,30997
NZL,ORTS,all,0.0,,deltaE per km2 per sp.,2390,0.0,30997
BRN,ORTS,all,-3.3060433074718337e-09,2.856362731766912e-09,deltaE per km2 per sp.,40,3.218999979197979,30997
BGR,ORTS,all,0.0,,deltaE per km2 per sp.,1296,0.0,30997
BFA,ORTS,all,0.0,,deltaE per km2 per sp.,1720,0.0,30997
BDI,ORTS,all,-3.38696469566967e-09,2.0711443502339326e-09,deltaE per km2 per sp.,295,143.71699980832636,30997
CPV,ORTS,all,0.0,,deltaE per km2 per sp.,39,0.0,30997
KHM,ORTS,all,-3.9730860502188426e-09,3.1609641989391466e-10,deltaE per km2 per sp.,1146,21.183999741673475,30997
CMR,ORTS,all,-1.6836303788313937e-08,1.7374127718024204e-09,deltaE per km2 per sp.,4136,2119.488000401333,30997
CAN,ORTS,all,0.0,,deltaE per km2 per sp.,10860,0.0,30997
CRI,ORTS,all,-6.901734305248587e-08,1.4348599948089849e-08,deltaE per km2 per sp.,468,46.16900012075901,30997
CIV,ORTS,all,-8.00523755179755e-09,7.132057625940302e-10,deltaE per km2 per sp.,3191,499.9929999149591,30997
HRV,ORTS,all,0.0,,deltaE per km2 per sp.,720,0.0,30997
CUB,ORTS,all,-3.070842816398215e-08,9.607235730448416e-09,deltaE per km2 per sp.,1143,204.39000049829485,30997
CAF,ORTS,all,-8.886718509798552e-10,3.6288469297478014e-11,deltaE per km2 per sp.,3258,332.0530001103133,30997
TCD,ORTS,all,-5.888375586452956e-10,1.0348434954208145e-11,deltaE per km2 per sp.,2250,59.66300016231834,30997
CHL,ORTS,all,0.0,,deltaE per km2 per sp.,3269,0.0,30997
CHN,ORTS,all,-2.5951930542811508e-09,6.855353212597712e-10,deltaE per km2 per sp.,66941,861.2170004560053,30997
CYP,ORTS,all,-3.869146706783406e-09,3.786660064211791e-09,deltaE per km2 per sp.,110,1.0589999993890526,30997
CZE,ORTS,all,0.0,,deltaE per km2 per sp.,1015,0.0,30997
DNK,ORTS,all,0.0,,deltaE per km2 per sp.,825,0.0,30997
DJI,ORTS,all,0.0,,deltaE per km2 per sp.,23,0.0,30997
DMA,ORTS,all,-8.260456489557066e-08,6.092012187251192e-08,deltaE per km2 per sp.,11,15.07200008392334,30997
DOM,ORTS,all,-8.738617945361627e-08,2.196117247987282e-08,deltaE per km2 per sp.,562,47.974999985694886,30997
ECU,ORTS,all,-3.4733233500390625e-08,3.3540441015848832e-09,deltaE per km2 per sp.,1972,32.92799986481666,30997
EGY,ORTS,all,-8.451354472832669e-10,8.994847760198009e-11,deltaE per km2 per sp.,1112,42.25400003515184,30997
SLV,ORTS,all,-2.283216819295671e-08,6.84949989741673e-09,deltaE per km2 per sp.,248,29.877000061869616,30997
GNQ,ORTS,all,-7.339209794936505e-09,3.303931752212769e-09,deltaE per km2 per sp.,206,49.27000010490417,30997
ERI,ORTS,all,-7.95672663165862e-10,2.425459408951846e-10,deltaE per km2 per sp.,272,363.21200048446656,30997
EST,ORTS,all,-7.441797603168343e-11,3.271575602415464e-12,deltaE per km2 per sp.,371,1.3480000184476375,30997
ETH,ORTS,all,-3.159834948031208e-09,5.587040359463302e-10,deltaE per km2 per sp.,3864,4539.512990642562,30997
FJI,ORTS,all,-1.2571851089076369e-08,2.383739969535965e-09,deltaE per km2 per sp.,77,90.16500007629395,30997
FIN,ORTS,all,0.0,,deltaE per km2 per sp.,2027,0.0,30997
GAB,ORTS,all,-2.4132140217474094e-09,3.8561461523402936e-10,deltaE per km2 per sp.,693,111.8730000694841,30997
GMB,ORTS,all,0.0,,deltaE per km2 per sp.,87,0.0,30997
MAR,ORTS,all,-4.6154623261069364e-09,5.886181643428522e-10,deltaE per km2 per sp.,2994,0.15700000308454037,30997
MOZ,ORTS,all,-3.171584578517687e-09,1.7860633221148578e-10,deltaE per km2 per sp.,7277,11.740000224262477,30997
NAM,ORTS,all,-1.3737877241528564e-09,1.6273508366818643e-10,deltaE per km2 per sp.,809,369.6460000115633,30997
GEO,ORTS,all,0.0,,deltaE per km2 per sp.,865,0.0,30997
DEU,ORTS,all,0.0,,deltaE per km2 per sp.,5430,0.0,30997
GHA,ORTS,all,-1.0367319939528226e-08,9.99009338679774e-10,deltaE per km2 per sp.,2635,2609.899999996871,30997
GRC,ORTS,all,0.0,,deltaE per km2 per sp.,1857,0.0,30997
GRL,ORTS,all,,,deltaE per km2 per sp.,,,30997
GRD,ORTS,all,-4.428774078076914e-08,4.615945176310973e-08,deltaE per km2 per sp.,5,2.360999984741211,30997
NRU,ORTS,all,,,deltaE per km2 per sp.,,,30997
GTM,ORTS,all,0.0,,deltaE per km2 per sp.,1240,0.0,30997
NPL,ORTS,all,-4.087612353968385e-09,1.1740244094456085e-09,deltaE per km2 per sp.,1570,252.9029991030693,30997
GIN,ORTS,all,-6.437252948130305e-09,6.572783783306502e-10,deltaE per km2 per sp.,1383,46.76399994529784,30997
GNB,ORTS,all,-1.6004032289660245e-09,1.115399688114863e-10,deltaE per km2 per sp.,386,113.42500017166137,30997
GUY,ORTS,all,-4.2295379616986215e-09,7.920955897145901e-10,deltaE per km2 per sp.,545,8.634999986365438,30997
HTI,ORTS,all,-9.866313112390158e-08,1.1585920105409465e-08,deltaE per km2 per sp.,315,228.08900005340575,30997
JOR,ORTS,all,0.0,,deltaE per km2 per sp.,218,0.0,30997
HND,ORTS,all,-3.415225165486093e-08,6.195933152395249e-09,deltaE per km2 per sp.,1164,8.376000051051378,30997
HUN,ORTS,all,0.0,,deltaE per km2 per sp.,1335,0.0,30997
ISL,ORTS,all,,,deltaE per km2 per sp.,,,30997
IDN,ORTS,all,-2.1550391601785638e-08,1.2051347270437642e-09,deltaE per km2 per sp.,13149,574.8959998210519,30997
IRN,ORTS,all,0.0,,deltaE per km2 per sp.,15339,0.0,30997
IRQ,ORTS,all,0.0,,deltaE per km2 per sp.,2871,0.0,30997
IRL,ORTS,all,0.0,,deltaE per km2 per sp.,304,0.0,30997
KAZ,ORTS,all,0.0,,deltaE per km2 per sp.,14586,0.0,30997
KEN,ORTS,all,-7.873700383464448e-09,2.906225291709267e-09,deltaE per km2 per sp.,1794,28.431999964863063,30997
KIR,ORTS,all,,,deltaE per km2 per sp.,,,30997
PRK,ORTS,all,0.0,,deltaE per km2 per sp.,1612,0.0,30997
KOR,ORTS,all,0.0,,deltaE per km2 per sp.,1019,0.0,30997
